symbol,product_type,put_call,strike,net_position,price,currency,multiplier,maturity_date
BBDC4,OP,P,22.64,70700,2.593907595,BRL,1,2021-7-12
ABEV,OP,C,20.07,57200,0.009414569475,BRL,1,2021-7-12
EGIE3,OP,C,41,6300,0.08853092045,BRL,1,2021-7-12
PETR4,OP,C,22.99,17200,6.713214874,BRL,1,2021-7-12
MGLU3,OP,C,9.89,7200,0.04521848261,BRL,1,2021-7-12
BBDC3,OP,C,18.49,-47900,0.4301823676,BRL,1,2022-1-1
ELET6,OP,P,33.25,7500,1.620303512,BRL,1,2021-7-12
EGIE3,OP,P,39.5,-11000,1.551354051,BRL,1,2022-1-1
CSNA,OP,C,32.73,-10800,0.01312902849,BRL,1,2021-7-12
EMBR3,OP,P,29,100,10.58633995,BRL,1,2021-7-12
VALE3,OP,P,37.47,-5100,0.01316730399,BRL,1,2021-7-12
BBAS,OP,P,30.21,11600,0.9661133289,BRL,1,2022-1-1
VIIA3,OP,P,12.5,14200,7.123200417,BRL,1,2022-1-1
SANB11,OP,C,34.7,28700,1.121939063,BRL,1,2022-1-1
UGPA3,OP,C,13.3,-3900,1.425423384,BRL,1,2022-1-1
ELET6,OP,C,32.5,-6000,1.924900889,BRL,1,2022-1-1
VALE3,OP,P,86.61,12300,15.40624237,BRL,1,2022-4-4
BRAP4,OP,C,46.16,-9200,4.746088982,BRL,1,2021-7-12
BRAP4,OP,C,46.66,5900,4.331548214,BRL,1,2021-7-12
MRFG,OP,C,26.1,95500,0.07263299823,BRL,1,2021-7-12
ABEV,OP,C,17.07,2500,0.1006332785,BRL,1,2021-7-12
LAME4,OP,P,6.5,12400,1.3818295,BRL,1,2021-7-12
VALE3,OP,P,135.47,1000,63.34617233,BRL,1,2022-1-1
EGIE3,OP,P,40,1300,1.850295663,BRL,1,2022-1-1
BRFS3,OP,P,25.5,20200,6.171170235,BRL,1,2021-7-12
JBSS3,OP,C,34.73,1000,0.9782907367,BRL,1,2021-7-12
BBDC3,OP,C,19.49,2500,0.2188771069,BRL,1,2022-1-1
BBAS,OP,P,24.12,-21700,0.03864342347,BRL,1,2021-7-12
VALE3,OP,P,87.97,15800,17.18320084,BRL,1,2021-7-12
JBSS3,OP,P,33.98,-1400,1.637475252,BRL,1,2022-1-1
CMIG4,OP,C,14.5,-8300,0.0485435985,BRL,1,2021-7-12
VIIA3,OP,P,7.5,19600,2.253158092,BRL,1,2022-1-1
JBSS3,OP,P,32.23,7200,0.4882797599,BRL,1,2021-7-12
PCAR3,OP,P,28,3000,5.945092201,BRL,1,2021-7-12
ITUB4,OP,P,23.41,-44600,1.217348099,BRL,1,2021-7-12
ELET6,OP,P,35.5,12000,3.668798208,BRL,1,2022-1-1
HYPE3,ST,,,1891,26.99499893,BRL,1,
EMBR3,OP,C,20.5,21400,0.3395709097,BRL,1,2021-7-12
BRKM5,OP,P,49.5,3700,1.038853526,BRL,1,2021-7-12
VALE3,OP,C,101.47,12500,0.09146128595,BRL,1,2022-1-1
PETR4,OP,P,31.99,14600,2.623736143,BRL,1,2021-7-12
BBDC4,OP,C,20.5,-263000,0.9514819384,BRL,1,2022-1-1
BBAS,OP,P,29.62,900,0.3725398481,BRL,1,2021-7-12
VIIA3,OP,P,6.8,-48100,1.572320819,BRL,1,2021-7-12
PETR4,OP,P,31.6,23300,2.694506407,BRL,1,2022-1-1
EMBR3,OP,C,24,29600,0.06083054096,BRL,1,2021-7-12
BRKM5,OP,P,47,-15000,0.5583123565,BRL,1,2021-7-12
BBAS,OP,P,32.71,-1800,2.057825327,BRL,1,2022-1-1
BRKM5,OP,C,64,-200,0.1196554899,BRL,1,2021-7-12
EMBR3,OP,C,25,-56100,0.04259061813,BRL,1,2021-7-12
GGBR4,OP,P,21.4,-19400,0.09395941347,BRL,1,2021-7-12
PCAR3,OP,C,32,-700,0.004856009036,BRL,1,2021-7-12
PETR3,OP,P,30,-22000,1.412023664,BRL,1,2022-1-1
VIIA3,OP,C,6.32,41100,0.3018219173,BRL,1,2022-8-2
PETR4,OP,C,18.49,3600,11.12362194,BRL,1,2021-7-12
CIEL3,OP,C,2.76,26400,0.009409849532,BRL,1,2021-7-12
BRFS3,OP,P,19,-5000,0.6394124627,BRL,1,2021-7-12
YDUQ3,OP,C,23.5,22000,1.353251934,BRL,1,2022-1-1
JBSS3,OP,P,34.23,8300,1.185775161,BRL,1,2021-7-12
BRKM5,OP,C,47,-5000,8.200029373,BRL,1,2022-1-1
BRKM5,OP,C,57,-20700,0.9963200688,BRL,1,2021-7-12
SANB11,OP,P,36.2,34400,3.430934906,BRL,1,2021-7-12
ABEV,OP,P,14.32,27900,0.05626542866,BRL,1,2021-7-12
LAME4,OP,P,6.1,-35700,1.021452904,BRL,1,2021-7-12
VALE3,OP,P,72.47,-44500,4.842232227,BRL,1,2022-1-1
ELET6,OP,P,33,-5500,1.47110343,BRL,1,2021-7-12
PETR4,OP,P,31.49,-10100,2.226422787,BRL,1,2021-7-12
YDUQ3,OP,P,27.5,-9900,5.48871994,BRL,1,2021-7-12
BBDC3,OP,P,18.11,54800,1.170942903,BRL,1,2021-7-12
CIEL3,OP,C,2.46,-248300,0.01608859375,BRL,1,2021-7-12
LAME4,OP,C,6.8,15000,0.03056584485,BRL,1,2021-7-12
BBSE,OP,C,22.5,-1600,0.2382899523,BRL,1,2022-1-1
GGBR4,OP,P,24.9,90800,0.4783644378,BRL,1,2021-7-12
BBAS,OP,P,27.12,-10500,0.1091146246,BRL,1,2021-7-12
VALE3,OP,P,62.61,-9000,2.808777094,BRL,1,2022-4-4
GGBR4,OP,C,33.4,5000,0.01147288363,BRL,1,2021-7-12
MGLU3,OP,P,18.49,1000,11.41881371,BRL,1,2021-7-12
BBDC4,OP,C,26,4300,0.006310188212,BRL,1,2021-7-12
VIIA3,OP,C,11,7600,0.009348513559,BRL,1,2022-1-1
MGLU3,OP,P,22.49,4500,15.40109062,BRL,1,2021-7-12
RADL3,OP,C,23.37,-33200,0.211517781,BRL,1,2021-7-12
PCAR3,OP,C,36,9000,0.01900975034,BRL,1,2022-1-1
BRKM5,OP,C,52,-1600,3.204376459,BRL,1,2021-7-12
EGIE3,OP,P,40.5,5000,2.023893118,BRL,1,2021-7-12
B3SA3,OP,C,18.98,-800,0.0001581942342,BRL,1,2021-7-12
AAPL,OP,P,128.75,1609,0.5658035874,USD,100,2022-1-1
SANB11,OP,P,34.2,500,1.821547747,BRL,1,2021-7-12
GGBR4,OP,P,20.9,-12000,0.08572204411,BRL,1,2021-7-12
CSNA,OP,C,29.23,10400,0.03435818478,BRL,1,2021-7-12
ITUB4,OP,C,26.91,-49100,0.01030399557,BRL,1,2021-7-12
VIIA3,OP,P,10,71300,4.664132118,BRL,1,2022-1-1
ELET3,OP,P,36.05,10000,3.671851397,BRL,1,2022-1-1
BOVA,OP,P,89,81456,1.317928553,BRL,1,2022-1-1
XLI,ST,,,-6000,100.5350037,USD,1,
PETR4,OP,C,33.74,-316200,0.09070866555,BRL,1,2021-7-12
VIIA3,OP,C,7.5,19700,0.01746206172,BRL,1,2021-7-12
SUZB,OP,P,65,-5000,,BRL,1,2021-8-6
PETR4,OP,C,20.99,23100,8.659565926,BRL,1,2021-7-12
BRML3,OP,C,7.6,30600,0.4214692414,BRL,1,2021-7-12
ITUB4,OP,C,22.66,-149100,0.5534563065,BRL,1,2021-7-12
RADL3,OP,P,21.87,8400,0.5889290571,BRL,1,2021-7-12
EMBR3,OP,P,18.5,-1000,1.076493859,BRL,1,2021-7-12
ELET3,OP,C,37.05,20000,0.1349615753,BRL,1,2021-7-12
CSNA,OP,C,31.73,-2600,0.0173861403,BRL,1,2021-7-12
MRFG,OP,P,27.1,-9600,5.085861206,BRL,1,2021-7-12
MGLU3,OP,P,7.69,-64700,0.9336564541,BRL,1,2021-7-12
VALE3,OP,C,84.97,10200,0.08998385817,BRL,1,2021-7-12
BRFS3,OP,C,30,13900,0.0004527551064,BRL,1,2021-7-12
MRFG,OP,C,29.6,-22800,0.006558913272,BRL,1,2021-7-12
VIIA3,OP,P,5.92,50000,0.9735296965,BRL,1,2022-8-2
ABEV,OP,C,14.57,-39700,1.489028215,BRL,1,2021-7-12
BRML3,OP,C,8.4,-101500,0.319085598,BRL,1,2022-1-1
BBAS,OP,C,27.48,-14500,6.420075417,BRL,1,2022-0-5
VIIA3,OP,C,5.72,-16500,0.4792872667,BRL,1,2022-8-2
VALE3,OP,C,103.47,15400,0.08115974069,BRL,1,2022-1-1
VALE3,OP,C,109.47,395000,0.007094448898,BRL,1,2021-7-12
B3SA3,OP,P,15.1,6100,3.816205978,BRL,1,2022-1-1
BRAP4,OP,P,53.66,-13000,3.885868073,BRL,1,2021-7-12
BBAS,OP,P,31.62,13500,1.007802486,BRL,1,2021-7-12
VIIA3,OP,C,6.3,-60100,0.2142004669,BRL,1,2022-1-1
BRDT3,OP,C,21.5,800,1.278841615,BRL,1,2022-1-1
EMBR3,OP,P,24,-600,5.650045872,BRL,1,2021-7-12
B3SA3,OP,C,14.6,-69100,0.05014272779,BRL,1,2022-1-1
PETR4,OP,P,16.99,17700,0.01481639501,BRL,1,2021-7-12
VIIA3,OP,C,6.72,-300,0.2218041271,BRL,1,2022-8-2
VIIA3,OP,C,7.7,-1600,0.06913431734,BRL,1,2022-1-1
USIM5,OP,C,18.96,-100,0.08719924092,BRL,1,2022-1-1
JBSS3,OP,P,30.98,-1100,0.68250525,BRL,1,2022-1-1
BRFS3,OP,C,24.5,-1200,0.02566175163,BRL,1,2021-7-12
GGBR4,OP,C,26.15,75300,1.171123505,BRL,1,2021-7-12
MGLU3,OP,P,20.49,800,13.40978622,BRL,1,2021-7-12
ITUB4,OP,P,18.66,7700,0.03921165317,BRL,1,2021-7-12
ABEV,OP,P,15,-5500,0.3397720456,BRL,1,2022-1-1
BRFS3,OP,C,28,100,0.002027584007,BRL,1,2021-7-12
PCAR3,OP,P,30.5,-5300,8.417402267,BRL,1,2021-7-12
VALE3,OP,P,45.47,-47200,0.1985775083,BRL,1,2022-1-1
ABEV,OP,C,18.75,-3100,0.08968476206,BRL,1,2022-1-1
BBDC4,OP,P,21.41,-26920,1.732769251,BRL,1,2022-1-1
MGLU3,OP,C,7.49,-9800,0.3278037608,BRL,1,2021-7-12
VALE3,OP,P,41.97,34300,0.02325465344,BRL,1,2021-7-12
GGBR4,OP,P,30.4,100,4.037521839,BRL,1,2021-7-12
MRNA,OP,C,380,200,4.687579155,USD,100,2021-7-12
MRNA,OP,P,257.5,90,3.120782375,USD,100,2021-7-12
EMBR3,OP,C,22,7700,0.5362952948,BRL,1,2022-1-1
ELET3,OP,P,37.05,15200,4.230233192,BRL,1,2021-7-12
GGBR4,OP,P,25.28,53100,1.100822449,BRL,1,2022-1-1
TAEE11,OP,P,29.5,-400,0.003022968536,BRL,1,2021-7-12
VIVT3,OP,C,45.88,100,4.378156185,BRL,1,2021-7-12
MGLU3,OP,C,13.99,23900,0.02784230001,BRL,1,2022-1-1
VALE3,OP,P,81.47,-12000,10.83581448,BRL,1,2021-7-12
VALE3,OP,P,70.61,-11800,5.599845886,BRL,1,2022-4-4
VIIA3,OP,C,8.7,41100,0.008441879414,BRL,1,2021-7-12
BOVA,OP,C,97,40423,5.242891788,BRL,1,2022-1-1
BBDC4,OP,P,28.05,1000,7.939849377,BRL,1,2021-7-12
VIIA3,OP,P,4.5,-29600,0.1111133024,BRL,1,2021-7-12
RADL3,OP,P,22.87,43000,1.155265212,BRL,1,2021-7-12
VALE3,OP,C,95.47,21100,0.02611718699,BRL,1,2021-7-12
BBAS,OP,P,28.37,37600,0.1959379911,BRL,1,2021-7-12
PETR4,OP,C,22.24,-700,7.448003292,BRL,1,2021-7-12
BRAP4,OP,C,52.66,-3300,0.8396844864,BRL,1,2021-7-12
VIVT3,OP,C,44.88,100,5.344815731,BRL,1,2021-7-12
RADL3,OP,C,25.37,30500,0.03646557033,BRL,1,2021-7-12
VIIA3,OP,P,14,64300,8.706199646,BRL,1,2021-7-12
VALE3,OP,C,97.47,-13500,0.1248174831,BRL,1,2022-1-1
PETR4,OP,C,13.74,-272000,15.93605423,BRL,1,2021-7-12
USIM5,OP,P,11.32,100,0.1171025336,BRL,1,2021-7-12
BRKM5,OP,P,56,10400,3.899292231,BRL,1,2021-7-12
MGLU3,OP,P,9.49,-400,2.512902737,BRL,1,2021-7-12
SMH,OP,P,280,295,1.838536739,USD,100,2021-7-12
ELET3,OP,C,36.55,-500,0.1761020273,BRL,1,2021-7-12
ABBV,ST,,,13060,116.6900024,USD,1,
JBSS3,OP,P,35.98,-10200,2.27241993,BRL,1,2021-7-12
VALE3,OP,P,110.47,14800,39.5454216,BRL,1,2021-7-12
VALE3,OP,C,105.47,7100,0.07363330573,BRL,1,2022-1-1
LAME4,OP,C,4.85,-76800,0.5279731154,BRL,1,2021-7-12
VIVT3,OP,P,45.88,-400,0.1747240275,BRL,1,2021-7-12
BOVA,OP,C,79.5,100,18.47332954,BRL,1,2021-7-12
MGLU3,OP,C,15.99,-500,0.01876909472,BRL,1,2022-1-1
PETR4,OP,C,27.85,8500,2.923331499,BRL,1,2022-1-1
BBAS,OP,C,30.87,33900,1.519644499,BRL,1,2021-7-12
B3SA3,OP,P,18.6,-3000,7.242560387,BRL,1,2022-1-1
BRDT3,OP,C,21.72,54700,0.5806101561,BRL,1,2021-7-12
BOVA,OP,C,90,48542,10.20365334,BRL,1,2022-1-1
BBDC4,OP,P,28.3,29700,8.188639641,BRL,1,2021-7-12
TAEE11,OP,C,37,-23800,0.2989056408,BRL,1,2021-7-12
LAME4,OP,C,6.3,-33700,0.05911192298,BRL,1,2021-7-12
VIIA3,OP,C,8.4,-8300,0.01018413529,BRL,1,2021-7-12
BBDC4,OP,P,18.5,2560,0.1861094236,BRL,1,2021-7-12
JBSS3,OP,C,34.98,-3500,0.8807314634,BRL,1,2021-7-12
BBDC4,OP,P,17.59,-16840,0.0939770788,BRL,1,2021-7-12
VIIA3,OP,C,8.6,-59700,0.008982447907,BRL,1,2021-7-12
ITUB4,OP,P,26.91,37900,4.437652111,BRL,1,2021-7-12
B3SA3,OP,P,13.1,14100,1.972761393,BRL,1,2022-1-1
ABEV,OP,P,21.07,53200,5.071772575,BRL,1,2021-7-12
CYRE3,OP,C,16,-10000,0.377425909,BRL,1,2022-1-1
B3SA3,OP,C,14.56,114300,0.006070006639,BRL,1,2021-7-12
AAPL,ST,,,25243,166.8300018,USD,1,
VIIA3,OP,C,11,-26000,0.009348513559,BRL,1,2022-1-1
VIIA3,OP,P,16,6000,10.57445717,BRL,1,2022-1-1
B3SA3,OP,C,7.98,500,3.207619667,BRL,1,2021-7-12
EMBR3,OP,C,15,-500,6.815844059,BRL,1,2023-0-1
ITUB4,OP,C,22.16,-127300,0.8219422102,BRL,1,2021-7-12
MGLU3,OP,C,14.99,118900,0.005164249334,BRL,1,2021-7-12
ITSA4,OP,P,10.97,25500,1.21186018,BRL,1,2021-7-12
GGBR4,OP,C,25.9,129300,1.315358281,BRL,1,2021-7-12
ITUB4,OP,P,23.66,-73300,1.404162765,BRL,1,2021-7-12
VIIA3,OP,P,12.75,-28200,7.369521618,BRL,1,2022-1-1
ELET3,OP,C,32.05,-14700,1.702768207,BRL,1,2021-7-12
VIIA3,OP,P,7.9,-10400,2.645292997,BRL,1,2021-7-12
VALE3,OP,P,76.47,254300,7.264894009,BRL,1,2022-1-1
B3SA3,OP,C,13.31,-101500,0.02410075441,BRL,1,2021-7-12
VALE3,OP,P,99.47,68200,28.60011482,BRL,1,2021-7-12
CSNA,OP,C,23,25400,1.40519166,BRL,1,2022-1-1
ELET6,OP,P,36,-6000,3.783275843,BRL,1,2021-7-12
BBSE,OP,C,21.98,-30300,0.1083464473,BRL,1,2021-7-12
VALE3,OP,P,89.61,-1500,17.7606945,BRL,1,2022-4-4
ITUB4,OP,P,23.16,66100,1.044741869,BRL,1,2021-7-12
VIIA3,OP,C,8.9,34600,0.008753268048,BRL,1,2021-7-12
VIIA3,OP,P,15.25,2700,9.834526062,BRL,1,2022-1-1
VALE3,OP,P,17.21,127000,0.0359492749,BRL,1,2022-8-2
BBSE,OP,P,20.5,200,0.6882223487,BRL,1,2022-1-1
LAME4,OP,C,4.75,-53800,0.5937139988,BRL,1,2021-7-12
LAME4,OP,C,5,-5700,0.4390155971,BRL,1,2021-7-12
VALE3,OP,P,70.47,-152300,3.86965704,BRL,1,2022-1-1
CMIG4,OP,C,13,-29700,0.4333848357,BRL,1,2021-7-12
VIIA3,OP,P,11,155000,5.718916416,BRL,1,2021-7-12
BRDT3,OP,C,28.72,100,0.01333977282,BRL,1,2021-7-12
EGIE3,OP,C,43,300,0.0127230119,BRL,1,2021-7-12
ABEV,OP,C,19.25,100,0.05836036056,BRL,1,2022-1-1
BBSE,OP,P,20,60200,0.6143096089,BRL,1,2022-8-2
BBDC4,OP,C,23.55,-40500,0.01821487583,BRL,1,2021-7-12
ELET3,OP,P,35.55,3600,2.911345959,BRL,1,2021-7-12
BRML3,OP,P,8,-12300,0.6190416813,BRL,1,2022-1-1
USIM5,OP,C,14.96,120200,0.6369449496,BRL,1,2022-1-1
MULT3,OP,C,17,13500,2.431093931,BRL,1,2021-7-12
GGBR4,OP,C,27.4,-33200,0.5983492732,BRL,1,2021-7-12
B3SA3,OP,C,15.31,-34300,0.00304330769,BRL,1,2021-7-12
BRFS3,OP,P,26.5,35100,7.160593987,BRL,1,2021-7-12
JBSS3,OP,P,37.48,400,3.737108231,BRL,1,2022-1-1
VALE3,OP,C,113.47,7700,0.050914675,BRL,1,2022-1-1
BBAS,OP,P,34.62,800,3.113717556,BRL,1,2021-7-12
VALE3,OP,P,79.97,123000,9.425814629,BRL,1,2021-7-12
ITSA4,OP,C,11.72,52500,0.0005448502488,BRL,1,2021-7-12
PETR4,OP,P,30.1,-49600,2.538628578,BRL,1,2022-4-4
BBAS,OP,C,28.37,-200,3.501622677,BRL,1,2021-7-12
BOVA,OP,C,131,9056,0.04017833993,BRL,1,2022-1-1
CYRE3,OP,P,15.41,20700,2.138512611,BRL,1,2021-7-12
BRKM5,OP,P,51,7600,2.659807205,BRL,1,2022-1-1
BRAP4,OP,C,53,-1000,1.769454837,BRL,1,2022-1-1
BRFS3,OP,C,23,3300,0.06425888836,BRL,1,2021-7-12
BRKM5,OP,P,35.5,-63100,0.1805087924,BRL,1,2022-1-1
MGLU3,OP,C,11.49,9400,0.01816578768,BRL,1,2021-7-12
GOAU4,OP,P,10.51,146700,0.2732752562,BRL,1,2021-7-12
CSNA,OP,P,17.23,-34600,0.1004597321,BRL,1,2021-7-12
ELET3,ST,,,86123,32.80999756,BRL,1,
BRKM5,OP,P,45,-3700,0.3283114433,BRL,1,2021-7-12
B3SA3,OP,P,17.81,800,6.219094753,BRL,1,2022-8-3
BRDT3,OP,C,22.72,-30500,0.2632984519,BRL,1,2021-7-12
BRAP4,OP,P,49.5,41200,2.283186436,BRL,1,2022-1-1
BBSE,OP,C,26.5,800,0.02214242704,BRL,1,2022-1-1
VALE3,OP,P,60.97,-82500,0.3877805173,BRL,1,2021-7-12
EQTL,OP,C,25.53,14300,0.03396573663,BRL,1,2021-7-12
VALE3,OP,C,28.21,10800,43.68222809,BRL,1,2022-0-5
BBDC4,OP,P,21.66,-2100,1.903781652,BRL,1,2022-1-1
VALE3,OP,C,64.47,25700,8.670351982,BRL,1,2022-1-1
VALE3,OP,C,48.47,10500,22.27425194,BRL,1,2021-7-12
BRFS3,OP,C,24,30600,0.03509905934,BRL,1,2021-7-12
PETR4,OP,C,21.6,14400,8.352453232,BRL,1,2022-1-1
ELET3,OP,P,34.55,-2800,2.141932011,BRL,1,2021-7-12
MGLU3,OP,P,6.79,-179900,0.4026711881,BRL,1,2021-7-12
MGLU3,OP,P,9.29,9200,2.347887754,BRL,1,2022-1-1
VALE3,OP,P,58.47,-65800,0.8275461197,BRL,1,2022-1-1
VIVT3,OP,C,51,1100,1.228292823,BRL,1,2022-1-1
GGBR4,OP,C,24.9,-38800,1.997109413,BRL,1,2021-7-12
BBSE,OP,C,21,1200,0.7137192488,BRL,1,2022-1-1
ABEV,OP,P,17,305200,1.26699388,BRL,1,2022-1-1
BBDC3,OP,P,16.61,9900,0.3432888389,BRL,1,2021-7-12
VALE3,OP,P,38.47,-1000,0.01501160208,BRL,1,2021-7-12
B3SA3,OP,P,17.1,700,5.767101765,BRL,1,2022-1-1
TAEE11,OP,P,37,17400,1.170936465,BRL,1,2021-7-12
HYPE3,OP,P,27.22,-1600,0.8687005043,BRL,1,2021-7-12
CYRE3,OP,C,17.41,6300,0.03958449885,BRL,1,2021-7-12
BRAP4,OP,C,46,5200,5.749694824,BRL,1,2022-1-1
VALE3,OP,C,76.97,-105000,0.595648706,BRL,1,2021-7-12
ITUB4,OP,P,29.16,32100,6.672837257,BRL,1,2021-7-12
VALE3,OP,P,111.47,9900,40.54190063,BRL,1,2021-7-12
PCAR3,OP,C,22,14400,0.9020928144,BRL,1,2021-7-12
VIIA3,OP,C,8.1,-4600,0.01196384989,BRL,1,2021-7-12
BBDC4,OP,C,23.23,200,0.2044371217,BRL,1,2022-1-1
VIIA3,OP,P,13.5,12600,8.108719826,BRL,1,2022-1-1
CYRE3,OP,P,13.5,2500,1.18001771,BRL,1,2022-1-1
BBAS,OP,C,37.37,2700,0.03923208266,BRL,1,2021-7-12
BRAP4,OP,C,49.66,700,2.195960045,BRL,1,2021-7-12
BBAS,OP,P,38.12,8400,6.434365273,BRL,1,2021-7-12
EMBR3,OP,C,20.5,56400,0.8798854351,BRL,1,2022-1-1
YDUQ3,ST,,,1546,22.03000069,BRL,1,
MGLU3,OP,P,15.49,4100,8.310750008,BRL,1,2022-1-1
GGBR4,OP,C,22.9,18000,3.684610605,BRL,1,2021-7-12
GGBR4,OP,C,31.4,5000,0.03453224897,BRL,1,2021-7-12
MULT3,OP,P,20,-31200,1.222178817,BRL,1,2021-7-12
UGPA3,OP,P,9.9,-100,0.002222872339,BRL,1,2021-7-12
ITUB4,OP,P,23.24,466800,1.335277557,BRL,1,2022-1-1
CMIG4,OP,C,15,3100,0.02298574708,BRL,1,2021-7-12
CSNA,OP,C,20,13500,3.005794764,BRL,1,2022-1-1
BBDC4,OP,P,18.68,93700,0.5104031563,BRL,1,2022-1-1
KLBN11,OP,C,23.4,5900,1.297819018,BRL,1,2021-7-12
EMBR3,OP,P,19.5,-20300,2.142956972,BRL,1,2022-1-1
GGBR4,OP,C,31.9,5000,0.02315892093,BRL,1,2021-7-12
RADL3,OP,P,23.37,-49400,1.52630794,BRL,1,2021-7-12
PETR4,OP,C,37.1,18000,1.369296908,BRL,1,2022-7-6
MGLU3,OP,C,23.99,-100,0.0005452430341,BRL,1,2021-7-12
PCAR3,OP,C,30.5,21400,0.009158374742,BRL,1,2021-7-12
VIIA3,OP,C,8.3,-22900,0.01077897567,BRL,1,2021-7-12
EMBR3,OP,C,26,20600,0.0313334018,BRL,1,2021-7-12
BRFS3,OP,P,20,-6600,1.179431677,BRL,1,2021-7-12
PETR4,OP,C,23.1,-2900,6.94288969,BRL,1,2022-1-1
PETR4,OP,C,33.35,177300,0.5119845271,BRL,1,2022-1-1
BBSE,OP,P,20.75,100,0.9028682113,BRL,1,2022-8-2
B3SA3,OP,P,12.81,-9800,1.673089385,BRL,1,2021-7-12
ITUB4,OP,C,28.16,-22200,0.006003555842,BRL,1,2021-7-12
PETR4,OP,P,24.99,-250100,0.1795113385,BRL,1,2021-7-12
VIIA3,OP,C,13,400,0.009311055765,BRL,1,2022-1-1
MGLU3,OP,P,11.74,500,4.711331844,BRL,1,2021-7-12
B3SA3,OP,P,10.6,-18800,0.4557399452,BRL,1,2022-1-1
BRKM5,OP,P,55,20600,3.278573036,BRL,1,2021-7-12
HYPE3,OP,C,30,-16900,0.4307276905,BRL,1,2022-1-1
BBSE,OP,C,22,-17100,0.350587219,BRL,1,2022-1-1
LAME4,OP,P,5.4,700,0.4936581254,BRL,1,2021-7-12
PETR4,OP,C,26.24,-69500,3.65856123,BRL,1,2021-7-12
ELET3,OP,C,39.55,30000,0.05095376819,BRL,1,2021-7-12
VALE3,OP,C,81.47,-114600,1.069221258,BRL,1,2022-1-1
LAME4,OP,P,5.6,-34200,0.625292778,BRL,1,2021-7-12
VIIA3,ST,,,1261302,5.25,BRL,1,
UGPA3,OP,C,13.05,-1000,1.206547618,BRL,1,2021-7-12
BRKM5,OP,P,49,-5000,1.983472109,BRL,1,2022-1-1
YDUQ3,OP,P,24,9900,2.907386541,BRL,1,2022-1-1
LAME4,OP,C,6.6,23500,0.152923435,BRL,1,2022-1-1
BBDC3,OP,C,19.75,500,0.3440704644,BRL,1,2022-8-2
BBAS,OP,P,34.12,900,2.685438871,BRL,1,2021-7-12
LAME4,OP,C,5.7,-58500,0.1581029147,BRL,1,2021-7-12
VALE3,OP,C,74.97,28200,1.003156185,BRL,1,2021-7-12
MGLU3,OP,C,16.24,14200,0.003594768466,BRL,1,2021-7-12
BOVA,OP,C,124,-25000,0.1059149206,BRL,1,2022-8-2
HYPE3,OP,P,27.72,-8500,1.154637098,BRL,1,2021-7-12
ITUB4,OP,P,20.16,-79400,0.1052744389,BRL,1,2021-7-12
VALE3,OP,C,65.47,12000,7.948771,BRL,1,2022-1-1
VIIA3,OP,P,8.2,-32200,2.94164753,BRL,1,2021-7-12
YDUQ3,OP,P,25.5,5100,3.612153053,BRL,1,2021-7-12
PETR4,OP,P,33.99,16100,4.418029308,BRL,1,2021-7-12
BBDC4,OP,C,23.3,-1500,0.0236655958,BRL,1,2021-7-12
BRDT3,OP,C,23.72,10400,0.113764219,BRL,1,2021-7-12
ABEV,OP,P,19.07,2900,3.087663174,BRL,1,2021-7-12
PETR4,OP,P,27.85,43000,1.23894918,BRL,1,2022-8-2
MGLU3,OP,C,7.89,27900,0.4430838525,BRL,1,2022-1-1
BBSE,OP,P,21.5,-15400,1.212945104,BRL,1,2022-1-1
MULT3,OP,C,18.5,5000,1.279979467,BRL,1,2021-7-12
VALE3,OP,C,77.47,42000,1.949895144,BRL,1,2022-1-1
BBAS,OP,P,35.12,1000,3.560593843,BRL,1,2021-7-12
EGIE3,OP,P,38.5,-2800,1.051307201,BRL,1,2022-1-1
BBAS,OP,P,32.62,21300,1.563575029,BRL,1,2021-7-12
JBSS3,OP,C,33.98,-100,1.34060216,BRL,1,2021-7-12
VALE3,OP,C,88.97,64900,0.3436035812,BRL,1,2022-1-1
GOAU4,OP,P,11.29,30000,0.8704841137,BRL,1,2022-1-1
BBSE,OP,P,20.98,12600,0.6854005456,BRL,1,2021-7-12
ABEV,OP,C,23,100,0.003917078488,BRL,1,2022-1-1
ITSA4,OP,P,9.72,96100,0.2091594785,BRL,1,2021-7-12
MULT3,OP,C,22.5,33400,0.3410517871,BRL,1,2022-1-1
BRAP4,OP,P,51.66,-12400,2.497298002,BRL,1,2021-7-12
BBAS,OP,P,36.12,15200,4.492426872,BRL,1,2021-7-12
BBAS,OP,C,32.21,-10800,1.552134275,BRL,1,2022-1-1
BBAS,OP,P,81.37,2000,49.48983383,BRL,1,2021-7-12
B3SA3,OP,P,26.14,700,14.90398502,BRL,1,2021-7-12
ABEV,OP,C,18.15,-4700,0.3158189058,BRL,1,2022-8-2
BBAS,OP,P,25.87,18800,0.06680045277,BRL,1,2021-7-12
CSNA,OP,C,25.23,-80900,0.1847137809,BRL,1,2021-7-12
BBDC4,OP,C,18.95,430,1.395188451,BRL,1,2021-7-12
CSNA,OP,P,23.23,32800,1.89667511,BRL,1,2021-7-12
VIIA3,OP,P,6.4,59200,1.285354972,BRL,1,2022-1-1
BRFS3,OP,P,21.5,-14600,2.342610121,BRL,1,2021-7-12
BRML3,OP,P,7.6,-4300,0.2535588741,BRL,1,2021-7-12
