symbol,product_type,put_call,strike,net_position,price,currency,multiplier,maturity_date
BRAP4,OP,P,48.66,8500,1.151349425,BRL,1,2021-7-12
CSNA,OP,P,20.23,-19000,0.4792959392,BRL,1,2021-7-12
VIIA3,OP,P,6.52,1900,1.406208873,BRL,1,2022-8-2
PETR4,OP,C,18.99,300,10.6291008,BRL,1,2021-7-12
ITUB4,OP,C,22.41,264100,0.6790659428,BRL,1,2021-7-12
VIVT3,OP,C,44.38,2300,5.828389168,BRL,1,2021-7-12
KLBN11,OP,C,17.9,100,6.411823273,BRL,1,2021-7-12
BBSE,ST,,,23614,20.55999947,BRL,1,
VALE3,OP,C,86.47,-15000,0.4950472713,BRL,1,2022-1-1
VALE3,OP,C,61.47,-10700,9.700680733,BRL,1,2021-7-12
BBDC4,OP,C,24.14,-39030,0.1167304739,BRL,1,2022-1-1
MGLU3,OP,C,8.89,16400,0.09417077154,BRL,1,2021-7-12
RADL3,OP,C,22.4,5400,0.993686676,BRL,1,2022-1-1
CSNA,OP,P,22,10200,1.770811677,BRL,1,2022-1-1
CSNA,OP,C,25.73,-19800,0.1373780221,BRL,1,2021-7-12
QQQ,OP,P,306,1200,1.285912991,USD,100,2022-1-1
VALE3,OP,P,36.47,-101800,0.01160078496,BRL,1,2021-7-12
BBAS,OP,P,24.87,1100,0.04817559943,BRL,1,2021-7-12
VALE3,OP,P,55.47,-100,2.755268097,BRL,1,2022-6-12
BBAS,OP,C,28.62,-43600,3.27815485,BRL,1,2021-7-12
MULT3,OP,P,16.75,24000,0.1186206192,BRL,1,2021-7-12
EMBR3,OP,P,23.5,2700,5.165636539,BRL,1,2021-7-12
CSNA,ST,,,-1737,21.80500031,BRL,1,
JBSS3,OP,C,43.48,5300,0.01610489748,BRL,1,2021-7-12
VALE3,OP,P,48.47,633400,0.05252830684,BRL,1,2021-7-12
VIIA3,OP,C,15.5,-9400,0.005751282908,BRL,1,2022-1-1
VALE3,OP,P,76.47,24300,6.348184109,BRL,1,2021-7-12
BBDC4,OP,P,18.93,1000,0.5772103071,BRL,1,2022-1-1
ITUB4,OP,P,26.66,5000,4.190075874,BRL,1,2021-7-12
BBAS,OP,P,30.87,34500,0.7043142319,BRL,1,2021-7-12
MGLU3,OP,C,9.29,-25600,0.06910836697,BRL,1,2021-7-12
JBSS3,OP,C,36.98,-23400,0.3315030634,BRL,1,2021-7-12
MRFG,OP,P,29.6,900,7.54017067,BRL,1,2021-7-12
ITUB4,OP,P,18.74,700,0.1457906067,BRL,1,2022-1-1
ITSA4,OP,C,11.14,-300,0.05034057796,BRL,1,2022-1-1
CSNA,OP,C,22,-25900,1.844484925,BRL,1,2022-1-1
ITUB4,OP,C,26.41,-51500,0.01468211412,BRL,1,2021-7-12
CYRE3,OP,P,16,10000,2.807760477,BRL,1,2022-1-1
ABEV,OP,P,16.65,10500,1.18182981,BRL,1,2022-8-2
VALE3,OP,P,61.97,-520500,0.4689187706,BRL,1,2021-7-12
PETR4,OP,P,30.1,95100,1.826604724,BRL,1,2022-1-1
EMBR3,OP,P,30,-100,11.57950592,BRL,1,2021-7-12
VALE3,OP,C,109.47,-200,0.05965650827,BRL,1,2022-1-1
VIIA3,OP,C,5,100,0.4962932467,BRL,1,2021-7-12
BRML3,OP,C,8.6,-363400,0.1031375974,BRL,1,2021-7-12
AAPL,OP,P,145,-153,0.4151268899,USD,100,2021-7-12
BRDT3,OP,C,27.72,100,0.01740172692,BRL,1,2021-7-12
PCAR3,OP,C,26.5,-7800,0.05196158215,BRL,1,2021-7-12
ITUB4,OP,C,19.24,-1700,3.647815228,BRL,1,2022-1-1
ITSA4,OP,C,10.14,-200,0.2616153657,BRL,1,2022-1-1
ELET3,OP,P,39.05,6000,6.148594856,BRL,1,2021-7-12
VALE3,OP,P,103.47,7000,32.57992172,BRL,1,2021-7-12
BRML3,OP,C,8,44900,0.4596809149,BRL,1,2022-1-1
VIIA3,OP,C,9.8,30800,0.004114184994,BRL,1,2021-7-12
BRKM5,OP,C,53,6400,2.628973961,BRL,1,2021-7-12
BRDT3,OP,C,25.97,-25000,0.03020035848,BRL,1,2021-7-12
VIIA3,OP,C,6.9,-74000,0.1281858087,BRL,1,2022-1-1
VIIA3,OP,C,7.8,-86800,0.01486759353,BRL,1,2021-7-12
VALE3,OP,C,79.47,-105400,0.3068436384,BRL,1,2021-7-12
MGLU3,OP,P,13.24,14400,6.09971571,BRL,1,2022-1-1
VIVT3,OP,C,47.13,-500,3.157464743,BRL,1,2021-7-12
KLBN11,ST,,,6685,24.24499893,BRL,1,
MRFG,OP,P,24.5,150700,2.804398298,BRL,1,2022-1-1
VIIA3,OP,C,5.4,2400,0.2799552083,BRL,1,2021-7-12
YDUQ3,OP,C,21.5,23500,2.283202171,BRL,1,2022-1-1
BRFS3,OP,P,22.5,32000,3.32925272,BRL,1,2022-1-1
UGPA3,OP,P,9.6,-100,0.001223903615,BRL,1,2021-7-12
ITUB4,OP,P,21.24,34600,0.5286033154,BRL,1,2022-1-1
USIM5,OP,C,16.32,143100,0.06039145961,BRL,1,2021-7-12
UGPA3,OP,P,13.8,2700,0.4557133615,BRL,1,2021-7-12
PETR4,OP,C,31.35,-63900,1.055935979,BRL,1,2022-1-1
BBAS,OP,C,34.62,79400,0.194155708,BRL,1,2021-7-12
VIIA3,OP,C,6.4,216500,0.05950045213,BRL,1,2021-7-12
CYRE3,OP,P,15,42700,2.067983866,BRL,1,2022-1-1
BOVA,OP,C,77.5,100,20.44739914,BRL,1,2021-7-12
GOAU4,OP,C,12.01,162000,0.07729328424,BRL,1,2021-7-12
BBDC4,OP,C,19.41,-24470,1.052113295,BRL,1,2021-7-12
PETR4,OP,P,38.49,200,8.834998131,BRL,1,2021-7-12
VIIA3,OP,P,5.4,-53600,0.4220637679,BRL,1,2021-7-12
PETR4,OP,P,20.24,-47600,0.03838443011,BRL,1,2021-7-12
JBSS3,OP,P,34.48,-1300,1.87101078,BRL,1,2022-1-1
CIEL3,OP,C,3.26,-100,0.005035602953,BRL,1,2021-7-12
BBAS,OP,P,28.96,26100,0.63583529,BRL,1,2022-1-1
ELET3,OP,P,36.05,38500,3.331917286,BRL,1,2021-7-12
VALE3,OP,P,60.47,62400,1.080080628,BRL,1,2022-1-1
ITUB4,OP,C,28.66,-22900,0.004849208985,BRL,1,2021-7-12
ELET6,OP,C,37.5,-11000,0.06599635631,BRL,1,2021-7-12
BBDC4,OP,C,21,141700,0.7350043058,BRL,1,2022-1-1
USIM5,OP,P,15.82,-93900,2.341565847,BRL,1,2021-7-12
AAPL,OP,P,127.5,1205,0.5270257592,USD,100,2022-1-1
MGLU3,OP,C,14.74,25400,0.005721322261,BRL,1,2021-7-12
BBDC3,ST,,,169,17.06499863,BRL,1,
MULT3,OP,P,21,37400,2.22159338,BRL,1,2022-1-1
ELET6,OP,C,32,-24000,2.19139576,BRL,1,2022-1-1
VIIA3,OP,C,8,26800,0.01278255507,BRL,1,2021-7-12
MRFG,OP,C,23.1,5300,0.447824508,BRL,1,2021-7-12
CYRE3,OP,C,17.91,-1900,0.0327812396,BRL,1,2021-7-12
BRKM5,OP,C,49.5,1900,4.909869671,BRL,1,2021-7-12
PETR4,OP,P,22.74,-49700,0.08726894855,BRL,1,2021-7-12
VIIA3,OP,P,21,1700,15.6774044,BRL,1,2021-7-12
BBDC4,OP,C,28.3,1000,0.003190168412,BRL,1,2021-7-12
GGBR4,OP,P,25.4,700,0.6187341809,BRL,1,2021-7-12
MGLU3,OP,P,15.24,1000,8.065831184,BRL,1,2022-1-1
B3SA3,OP,P,11.31,132100,0.5128659606,BRL,1,2021-7-12
YDUQ3,OP,C,21,-12400,1.787771344,BRL,1,2021-7-12
VIIA3,OP,P,7.2,-145200,1.958729148,BRL,1,2021-7-12
SANB11,OP,C,33.2,100,0.9170398116,BRL,1,2021-7-12
PETR4,OP,C,31.74,385300,0.3272272646,BRL,1,2021-7-12
BRML3,OP,P,6.8,-3500,0.05691521242,BRL,1,2021-7-12
ITUB4,OP,P,26.49,17000,3.823882818,BRL,1,2022-1-1
PETR4,OP,P,26.1,7400,1.54461956,BRL,1,2022-5-7
VALE3,OP,P,90.47,68700,19.66071701,BRL,1,2021-7-12
USIM5,OP,C,17.32,7400,0.02645317651,BRL,1,2021-7-12
BBDC3,OP,C,19.5,500,0.394025594,BRL,1,2022-8-2
USIM5,OP,C,12.46,95800,1.829561234,BRL,1,2022-1-1
ITUB4,OP,C,27.16,18400,0.009038265795,BRL,1,2021-7-12
VIVT3,OP,C,48.38,1200,2.111631632,BRL,1,2021-7-12
AAPL,OP,P,147,2372,0.5048466325,USD,100,2021-7-12
ABEV,OP,C,19.5,1200,0.2974137962,BRL,1,2022-4-4
VALE3,OP,C,97.47,114200,0.02222587913,BRL,1,2021-7-12
CYRE3,OP,C,13.41,10300,0.7506999969,BRL,1,2021-7-12
VIIA3,OP,C,12.5,200,,BRL,1,2021-7-12
ITUB4,OP,C,22.24,126200,1.354086399,BRL,1,2022-1-1
ITSA4,OP,C,11.97,-15000,0.0002018345695,BRL,1,2021-7-12
VIIA3,OP,P,5.52,-12500,0.7250791788,BRL,1,2022-8-2
CSNA,OP,C,26.23,-12900,0.1021614298,BRL,1,2021-7-12
VALE3,OP,C,93.47,30000,0.1912241727,BRL,1,2022-1-1
BRKM5,OP,P,48,-8500,0.7194932103,BRL,1,2021-7-12
ITUB4,OP,P,24.16,186400,1.813309431,BRL,1,2021-7-12
EMBR3,ST,,,44854,18.31499863,BRL,1,
VALE3,OP,P,105.61,-100,31.86917877,BRL,1,2022-4-4
SUZB,OP,C,68,-200,,BRL,1,2021-1-6
VIIA3,OP,P,5.52,-32100,0.7250791788,BRL,1,2022-8-2
MGLU3,OP,C,9.99,-50000,0.1210729927,BRL,1,2022-1-1
B3SA3,OP,C,8.95,-5000,2.427520752,BRL,1,2022-1-1
VIVT3,OP,C,41.13,-5000,8.910429001,BRL,1,2021-7-12
KLBN11,OP,P,23.9,3800,0.5343589783,BRL,1,2021-7-12
VALE3,OP,C,86.97,12000,0.4593366385,BRL,1,2022-1-1
BBDC3,OP,C,17.99,-21600,0.5933970809,BRL,1,2022-1-1
ITUB4,OP,P,22.41,-314700,0.6237753034,BRL,1,2021-7-12
GGBR4,OP,C,29.66,1000,1.019363761,BRL,1,2022-8-2
JBSS3,OP,P,36.48,4200,3.047517538,BRL,1,2022-1-1
BBDC4,OP,P,19.84,86300,0.8914533854,BRL,1,2022-1-1
ELET6,OP,P,32,9000,0.9723572731,BRL,1,2021-7-12
EGIE3,OP,C,37,-6500,1.862093806,BRL,1,2021-7-12
PETR4,OP,C,32.49,-104600,0.2006402016,BRL,1,2021-7-12
ITUB4,OP,P,25.16,125600,2.725811243,BRL,1,2021-7-12
ABEV,OP,C,17.82,-52700,0.0384856239,BRL,1,2021-7-12
USIM5,OP,P,18.82,-100,5.245316505,BRL,1,2021-7-12
CIEL3,OP,C,2.06,-153100,0.1654019803,BRL,1,2022-1-1
BRKM5,OP,C,54,12500,3.812264204,BRL,1,2022-1-1
LAME4,OP,P,6,-1400,0.9366708398,BRL,1,2021-7-12
EMBR3,OP,C,23.5,16200,0.3159837723,BRL,1,2022-1-1
VALE3,OP,C,71.47,100600,2.264283419,BRL,1,2021-7-12
VALE3,OP,C,94.47,33100,0.03050175868,BRL,1,2021-7-12
VIIA3,OP,C,11.25,-3400,0.009159713052,BRL,1,2022-1-1
EMBR3,OP,C,23,10500,0.3779602945,BRL,1,2022-1-1
JBSS3,OP,C,39.98,-100,0.3773097694,BRL,1,2022-1-1
BBSE,OP,C,20.98,8400,0.3453820646,BRL,1,2021-7-12
BRKM5,OP,C,48.5,15800,7.108540535,BRL,1,2022-1-1
JBSS3,OP,P,35.98,4800,2.721364737,BRL,1,2022-1-1
MGLU3,OP,P,7.09,-2000,0.5408290625,BRL,1,2021-7-12
VIIA3,OP,C,9,-229600,0.008401665837,BRL,1,2021-7-12
PETR4,OP,C,35.24,-239100,0.04002794996,BRL,1,2021-7-12
VIIA3,OP,P,5,83400,0.2389834672,BRL,1,2021-7-12
VIIA3,OP,C,7.6,107400,0.0159979295,BRL,1,2021-7-12
UGPA3,OP,P,23.3,1000,9.22207737,BRL,1,2021-7-12
ABEV,OP,P,18,287000,2.036494255,BRL,1,2022-1-1
ABEV,OP,C,16.07,-53200,0.3960223794,BRL,1,2021-7-12
CYRE3,OP,C,31.91,-3200,0.001369373989,BRL,1,2021-7-12
VALE3,OP,P,73.47,19400,5.391301155,BRL,1,2022-1-1
VIIA3,OP,C,10.5,5300,0.002841414651,BRL,1,2021-7-12
CSNA,OP,C,19.73,5100,2.529014349,BRL,1,2021-7-12
BBDC3,OP,P,18.49,2000,1.651094794,BRL,1,2022-1-1
MRFG,OP,P,21.1,-100,0.4754125178,BRL,1,2021-7-12
ITSA4,OP,P,9.89,200700,0.4050813615,BRL,1,2022-1-1
VALE3,OP,P,85.47,40000,14.49277115,BRL,1,2022-1-1
VIIA3,OP,C,9.5,8800,0.02489279024,BRL,1,2022-1-1
ABEV,OP,C,18.82,900,0.01648669876,BRL,1,2021-7-12
VIIA3,OP,C,6,-46200,0.2817982435,BRL,1,2022-1-1
VIIA3,OP,P,4.8,-10100,0.1788080335,BRL,1,2021-7-12
MGLU3,OP,P,14.49,27700,7.32760191,BRL,1,2022-1-1
USIM5,OP,P,13.57,21000,0.6856907606,BRL,1,2021-7-12
ITUB4,OP,C,27.91,-20200,0.006749100983,BRL,1,2021-7-12
JBSS3,OP,C,32.98,-200,1.954401255,BRL,1,2021-7-12
SPY,OP,P,411,-70,1.749511361,USD,100,2021-7-12
CSNA,OP,P,23,40400,2.317991972,BRL,1,2022-1-1
BRAP4,OP,P,52.66,-15300,3.145072937,BRL,1,2021-7-12
BRFS3,OP,C,32,300,0.0001050386854,BRL,1,2021-7-12
LAME4,OP,P,6.2,20000,1.216669798,BRL,1,2022-1-1
BRKM5,OP,C,47.5,-1100,6.497323513,BRL,1,2021-7-12
BRAP4,OP,P,46.66,8400,0.6590684056,BRL,1,2021-7-12
BBAS,OP,P,24.62,14900,0.04467915371,BRL,1,2021-7-12
JBSS3,OP,C,36.48,9900,1.141040564,BRL,1,2022-1-1
CMIG4,OP,C,13.5,-34700,0.2241439372,BRL,1,2021-7-12
VIVT3,OP,P,50.63,34100,1.306715369,BRL,1,2021-7-12
PETR4,OP,P,33.6,-5000,4.819882393,BRL,1,2022-6-9
ITUB4,OP,C,21.66,149700,1.153301597,BRL,1,2021-7-12
MGLU3,OP,C,16.74,10000,0.003037861083,BRL,1,2021-7-12
CIEL3,OP,C,2.06,-42500,0.08573984355,BRL,1,2021-7-12
PETR4,OP,C,9.49,1800,20.06750679,BRL,1,2021-7-12
ABEV,OP,P,15.82,52000,0.3624717593,BRL,1,2021-7-12
CMIG4,OP,P,15.5,24300,2.417562723,BRL,1,2021-7-12
MULT3,OP,C,17.5,-10000,2.016668081,BRL,1,2021-7-12
BRKM5,OP,P,48.5,1900,1.837586641,BRL,1,2022-1-1
MRFG,OP,P,24.1,42100,2.293231249,BRL,1,2021-7-12
VALE3,OP,P,92.47,5500,21.05245018,BRL,1,2022-1-1
AAPL,OP,P,148,807,0.5591747165,USD,100,2021-7-12
BBAS,OP,P,31.87,53400,1.130630016,BRL,1,2021-7-12
BRAP4,OP,C,48.16,4100,3.187237024,BRL,1,2021-7-12
PCAR3,OP,C,28,-11700,0.02682150528,BRL,1,2021-7-12
BRML3,OP,C,8.6,-23200,0.2647082508,BRL,1,2022-1-1
PCAR3,OP,P,27,21100,4.964457035,BRL,1,2021-7-12
B3SA3,OP,P,19.6,100,8.228621483,BRL,1,2022-1-1
MGLU3,OP,P,8.49,17600,1.673888803,BRL,1,2022-1-1
ABEV,OP,C,19.5,14700,0.04569272697,BRL,1,2022-1-1
BBAS,OP,P,20.12,-100,0.01011358202,BRL,1,2021-7-12
BBDC3,OP,P,18.61,3500,1.587742448,BRL,1,2021-7-12
ITUB4,OP,C,24.91,11800,0.05471820384,BRL,1,2021-7-12
ELET3,OP,C,33.55,-10000,0.8944345117,BRL,1,2021-7-12
MRFG,OP,C,27.6,-32100,0.03165225312,BRL,1,2021-7-12
ABEV,OP,P,17.9,41100,1.999881387,BRL,1,2022-8-2
ELET6,OP,P,34,600,2.122273922,BRL,1,2021-7-12
VIIA3,OP,P,14.75,-41200,9.453104019,BRL,1,2021-7-12
VALE3,OP,P,100.47,26600,29.59463501,BRL,1,2021-7-12
PETR4,OP,P,27.1,73500,1.838021278,BRL,1,2022-5-7
BRML3,OP,P,8.4,30400,0.7617664337,BRL,1,2021-7-12
VIVT3,OP,C,48.5,100,2.620208263,BRL,1,2022-1-1
BBDC4,OP,C,21.91,65800,0.4457513392,BRL,1,2022-1-1
BBDC4,OP,C,21.68,350,0.1372858435,BRL,1,2021-7-12
JBSS3,OP,C,44.48,-3200,0.01160884276,BRL,1,2021-7-12
MGLU3,OP,P,12.74,-41700,5.700400352,BRL,1,2021-7-12
BOVA,OP,P,107,13266,9.253568649,BRL,1,2021-7-12
MRFG,OP,P,23.6,10000,1.884384513,BRL,1,2021-7-12
VIIA3,OP,P,3.7,249100,0.03100053035,BRL,1,2021-7-12
MGLU3,OP,P,8.29,-100,1.516576052,BRL,1,2022-1-1
VIVT3,OP,P,43.88,1500,0.09347015619,BRL,1,2021-7-12
CSAN3,OP,C,23,10000,0.1940752268,BRL,1,2021-7-12
BBAS,OP,P,22.87,91900,0.02703196555,BRL,1,2021-7-12
VIIA3,OP,C,12.5,3200,0.01070350688,BRL,1,2022-1-1
VALE3,OP,C,75.47,-156800,0.8830016851,BRL,1,2021-7-12
USIM5,OP,P,12.46,81300,0.627684176,BRL,1,2022-1-1
EQTL,OP,P,24.5,71900,1.876456141,BRL,1,2022-1-1
ITUB4,OP,C,24.74,200,0.3597347438,BRL,1,2022-1-1
CSNA,OP,P,19.48,-26800,0.3229145408,BRL,1,2021-7-12
EMBR3,OP,C,22.5,-63900,0.1178992391,BRL,1,2021-7-12
ITUB4,OP,C,26.66,-1800,0.01144267991,BRL,1,2021-7-12
CSNA,OP,C,23.23,11400,0.5725409389,BRL,1,2021-7-12
VIIA3,OP,C,8.4,-500,0.01018413529,BRL,1,2021-7-12
GGBR4,OP,P,24.4,204000,0.3668059111,BRL,1,2021-7-12
VALE3,OP,C,88.47,-98100,0.3691965342,BRL,1,2022-1-1
TAEE11,OP,P,37.5,21400,1.549905419,BRL,1,2021-7-12
BBAS,OP,P,25.62,12800,0.06127976254,BRL,1,2021-7-12
UGPA3,OP,P,14.3,-11500,0.7022025585,BRL,1,2021-7-12
EMBR3,OP,P,19.5,-19800,1.688026905,BRL,1,2021-7-12
ABEV,OP,C,13.25,3600,2.923501253,BRL,1,2022-1-1
ITUB4,OP,P,21.66,171700,0.3500833511,BRL,1,2021-7-12
B3SA3,OP,P,19.81,65000,8.59849453,BRL,1,2021-7-12
SANB11,OP,C,35.2,15000,0.9447552562,BRL,1,2022-1-1
JBSS3,OP,P,28.98,-3600,0.108263962,BRL,1,2021-7-12
VALE3,OP,P,34.47,-11300,0.009115950204,BRL,1,2021-7-12
CSNA,OP,C,25.5,4000,0.6668121219,BRL,1,2022-1-1
TAEE11,OP,C,39,-14600,0.0534511283,BRL,1,2021-7-12
RADL3,OP,C,24.37,-31700,0.07974927872,BRL,1,2021-7-12
PCAR3,OP,C,31.5,1100,0.005873559043,BRL,1,2021-7-12
BBDC4,OP,C,18.5,-170,1.763484716,BRL,1,2021-7-12
VIIA3,OP,C,5.7,-38000,0.1760747135,BRL,1,2021-7-12
VALE3,OP,P,66.61,-15400,4.038629055,BRL,1,2022-4-4
CYRE3,ST,,,129804,13.34500027,BRL,1,
BBAS,OP,C,33.37,-23900,0.4123140574,BRL,1,2021-7-12
XLI,OP,P,88,-1080,0.2652395666,USD,100,2021-7-12
BRAP4,OP,P,48.16,3200,1.003865123,BRL,1,2021-7-12
MRFG,OP,C,28,-15000,0.1391749233,BRL,1,2022-1-1
GGBR4,OP,C,28.9,77900,0.2298632264,BRL,1,2021-7-12
JBSS3,OP,C,38.98,22100,0.104728356,BRL,1,2021-7-12
EGIE3,ST,,,34607,38.5,BRL,1,
PETR4,OP,C,31.6,-44300,1.450337887,BRL,1,2022-8-2
JBSS3,OP,C,37.98,5300,0.7182168365,BRL,1,2022-1-1
GGBR4,OP,P,31.15,3400,4.748300076,BRL,1,2021-7-12
B3SA3,OP,P,12.56,-80500,1.444624543,BRL,1,2021-7-12
PETR4,OP,C,19.24,-3000,10.43509388,BRL,1,2021-7-12
CIEL3,OP,C,2.16,-62200,0.1263148487,BRL,1,2022-1-1
BBDC3,OP,C,16.99,6700,1.056463599,BRL,1,2022-1-1
BBDC4,OP,P,29.66,6000,9.542350769,BRL,1,2021-7-12
USIM5,OP,C,19.07,36600,0.01177705824,BRL,1,2021-7-12
UGPA3,OP,C,13.3,13300,1.021494269,BRL,1,2021-7-12
ABEV,OP,C,17.57,121300,0.05161963403,BRL,1,2021-7-12
PETR4,OP,P,27.35,130800,0.8113651276,BRL,1,2022-1-1
CYRE3,OP,C,18.91,29200,0.0213444978,BRL,1,2021-7-12
VIVT3,OP,C,52.63,5500,0.2071372867,BRL,1,2021-7-12
CSAN3,OP,C,21.75,400,0.5720986724,BRL,1,2021-7-12
USIM5,OP,P,9.56,-5100,0.1201858744,BRL,1,2022-1-1
ELET3,OP,P,32.05,-15300,1.397316098,BRL,1,2022-1-1
PETR4,OP,P,28.49,758200,0.6431301832,BRL,1,2021-7-12
UGPA3,OP,P,15.3,7200,1.403075933,BRL,1,2021-7-12
BBDC3,OP,C,22.11,-100,0.003453692887,BRL,1,2021-7-12
JBSS3,OP,C,36.48,-15800,0.4315311909,BRL,1,2021-7-12
VIIA3,OP,P,5.8,30600,0.8343935609,BRL,1,2022-1-1
BBAS,OP,C,30.46,16500,2.53862071,BRL,1,2022-1-1
ITUB4,OP,P,24.24,600,1.968285322,BRL,1,2022-1-1
PETR4,OP,C,23.74,-8700,5.999783516,BRL,1,2021-7-12
BBAS,OP,C,35.71,18800,0.459161669,BRL,1,2022-1-1
MRFG,OP,C,24.1,17000,0.2376279086,BRL,1,2021-7-12
GGBR4,OP,P,20.65,40000,0.08233916014,BRL,1,2021-7-12
B3SA3,OP,P,17.81,-100,6.606122494,BRL,1,2021-7-12
MRFG,OP,C,25.1,29900,0.12526308,BRL,1,2021-7-12
JBSS3,OP,P,30.48,-3300,0.5836389065,BRL,1,2022-1-1
VIIA3,OP,C,15,-600,0.02071686834,BRL,1,2022-0-5
PETR4,OP,P,26.1,16800,0.5606975555,BRL,1,2022-1-1
VALE3,OP,P,71.47,96300,4.335943222,BRL,1,2022-1-1
CSNA,OP,C,21,-24400,2.375811815,BRL,1,2022-1-1
UGPA3,OP,P,13.3,3500,0.2805075645,BRL,1,2021-7-12
VALE3,OP,C,85.47,-82100,0.08116144687,BRL,1,2021-7-12
VALE3,OP,P,113.47,4400,41.63637543,BRL,1,2022-1-1
B3SA3,OP,P,15.81,60400,4.614788055,BRL,1,2021-7-12
VIIA3,OP,P,9,83100,3.686546564,BRL,1,2022-1-1
BBDC4,OP,P,29.41,3000,9.293475151,BRL,1,2021-7-12
BBDC4,OP,P,24.41,2280,4.320799351,BRL,1,2021-7-12
JBSS3,OP,P,33.23,22100,0.7703463435,BRL,1,2021-7-12
CYRE3,OP,P,14,58100,1.442799091,BRL,1,2022-1-1
B3SA3,OP,P,10.1,5700,0.3131086826,BRL,1,2022-1-1
HYPE3,OP,C,26.72,-8900,1.015124798,BRL,1,2021-7-12
ITUB4,OP,P,19.24,500,0.1878699958,BRL,1,2022-1-1
MGLU3,OP,C,12.49,23700,0.03972222656,BRL,1,2022-1-1
EMBR3,OP,C,22,52500,0.1504133493,BRL,1,2021-7-12
PETR4,OP,P,28.35,27800,1.097417951,BRL,1,2022-1-1
USIM5,OP,C,15.96,-12100,0.3907794356,BRL,1,2022-1-1
B3SA3,OP,C,17.98,65800,,BRL,1,2021-7-12
VIVT3,OP,C,46.88,5000,3.426719189,BRL,1,2021-7-12
BBAS,OP,P,31.71,-10300,1.54693234,BRL,1,2022-1-1
PCAR3,OP,C,24.5,-500,0.1633248329,BRL,1,2021-7-12
CSNA,OP,C,34.73,-5300,0.007052805275,BRL,1,2021-7-12
BOVA,OP,P,120,6559,21.05943108,BRL,1,2022-1-1
CYRE3,OP,C,14.5,-24000,0.7894553542,BRL,1,2022-1-1
EQTL,OP,P,24.03,91100,1.35276556,BRL,1,2021-7-12
BBAS,OP,P,27.71,2700,0.4151943624,BRL,1,2022-1-1
MRFG,OP,P,16.6,-200,0.01101550087,BRL,1,2021-7-12
EMBR3,ST,,,-1554,18.31499863,BRL,1,
B3SA3,OP,P,12.6,-32100,1.569826841,BRL,1,2022-1-1
BBAS,OP,P,26.12,46300,0.07308197021,BRL,1,2021-7-12
VIIA3,OP,C,5.6,52400,0.2071156949,BRL,1,2021-7-12
EQTL,OP,C,24,-34300,0.6857233047,BRL,1,2022-1-1
BBDC4,OP,C,24.41,390,0.01003974583,BRL,1,2021-7-12
EMBR3,OP,P,25,8600,6.628146648,BRL,1,2021-7-12
VALE3,OP,C,60.97,7000,10.15821362,BRL,1,2021-7-12
PETR4,OP,C,37.6,2800,1.262700677,BRL,1,2022-7-6
MGLU3,OP,C,19.99,-4600,0.001339850831,BRL,1,2021-7-12
BBDC3,OP,C,17.61,-13700,0.3277540505,BRL,1,2021-7-12
VALE3,OP,C,65.47,56100,6.223043442,BRL,1,2021-7-12
BBAS,OP,P,29.87,-9000,0.4243194163,BRL,1,2021-7-12
BBAS,OP,P,26.87,23900,0.0980886966,BRL,1,2021-7-12
ABEV,OP,C,17.15,-8000,0.5937473774,BRL,1,2022-8-2
USIM5,OP,C,14.82,88900,0.2467368543,BRL,1,2021-7-12
VALE3,OP,C,80.97,28600,0.2102475613,BRL,1,2021-7-12
PETR4,OP,P,21.49,77400,0.0576607734,BRL,1,2021-7-12
MULT3,OP,C,21.5,-11100,0.1631471515,BRL,1,2021-7-12
AAPL,OP,P,146,1154,0.451500386,USD,100,2021-7-12
MGLU3,OP,C,16.49,22900,0.01627341844,BRL,1,2022-1-1
BOVA,OP,P,127,899,27.91243935,BRL,1,2022-1-1
PETR4,OP,P,34.6,24400,4.996603489,BRL,1,2022-1-1
BBDC4,OP,P,16.68,-52520,0.04932996258,BRL,1,2021-7-12
ITUB4,OP,P,23.49,500,1.477346301,BRL,1,2022-1-1
RADL3,OP,C,23.9,9200,0.4551807344,BRL,1,2022-1-1
PETR4,OP,P,21.74,-74000,0.06263056397,BRL,1,2021-7-12
PETR3,OP,C,30.85,1300,0.9027796388,BRL,1,2021-7-12
PETR4,OP,C,42.1,100,0.4544045031,BRL,1,2022-0-5
ELET3,OP,C,34.55,5400,0.5373706818,BRL,1,2021-7-12
BRKM5,OP,P,42,15700,0.1388929933,BRL,1,2021-7-12
ITUB4,OP,P,22.99,18500,1.202925444,BRL,1,2022-1-1
MRFG,OP,C,25,17700,0.4571240246,BRL,1,2022-1-1
VIIA3,OP,C,5.8,114100,0.1496201307,BRL,1,2021-7-12
VALE3,OP,P,75.97,9700,5.946135998,BRL,1,2021-7-12
LAME4,OP,P,5.9,-17800,0.8549886346,BRL,1,2021-7-12
PETR4,OP,C,28.24,-399100,1.974480033,BRL,1,2021-7-12
B3SA3,OP,C,12.06,187600,0.1388015002,BRL,1,2021-7-12
BRKM5,OP,P,44,-26300,0.2493890524,BRL,1,2021-7-12
MGLU3,OP,C,15.49,53800,0.004524009302,BRL,1,2021-7-12
LAME4,OP,P,6.6,34300,1.47594893,BRL,1,2021-7-12
ITUB4,OP,C,24.66,-500,0.07120549679,BRL,1,2021-7-12
