symbol_underlying,symbol,product_type,put_call,strike,net_position,price,currency,multiplier,maturity_date
ELET6,ELE6E,OP,P,31,-24000,1.27,BRL,1,2022-1-1
PETR4,PTR4A,OP,C,31.1,12900,1.11,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,12.25,79400,7,BRL,1,2021-7-12
VBBR3,VBB3A,OP,C,23.5,163100,0.49,BRL,1,2022-1-1
MRFG3,MRF3E,OP,P,25,-2400,3.26,BRL,1,2022-1-1
VALE3,VAL3E,OP,C,79.97,18000,1.28,BRL,1,2022-1-1
0QF,0QF,ST,,,861,310.61,USD,1,
RADL3,RADL3,ST,,,23100,21.81,BRL,1,
PCAR3,PCA3A,OP,C,24,7300,0.62,BRL,1,2022-1-1
VIIA3,VIIA3,ST,,,1178835,5.2,BRL,1,
EMBR3,EMB3E,OP,P,22.5,5900,4.24,BRL,1,2021-7-12
CSNA3,CSN3E,OP,P,27.73,12000,6.08,BRL,1,2021-7-12
GGBR4,GGB4E,OP,P,21.9,-200000,0.11,BRL,1,2021-7-12
MULT3,MUL3A,OP,C,17,13500,2.53,BRL,1,2021-7-12
VBBR3,VBB3E,OP,P,21,10100,1.04,BRL,1,2022-1-1
VIVT3,VVI3E,OP,P,49.88,-3000,1.01,BRL,1,2021-7-12
ELET6,ELE6E,OP,P,37.5,12000,5.34,BRL,1,2021-7-12
PETR3,PTR3E,OP,P,30.5,-20900,1.58,BRL,1,2022-1-1
ITUB4,ITB4E,OP,P,24.66,164600,2.4,BRL,1,2021-7-12
MULT3,MUL3E,OP,P,21,-29100,1.96,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,59.47,1600,11.32,BRL,1,2021-7-12
SANB1,SAN1E,OP,P,34.7,100,2.37,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,16.74,10000,9.79,BRL,1,2021-7-12
TAE11,TAE1E,OP,P,29.5,-400,0.01,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,6.8,-48100,1.6,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,14.06,7000,3.01,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,13.25,600,8,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,25.85,46400,0.54,BRL,1,2022-1-1
TAE11,TAE1E,OP,P,34.5,12800,0.6,BRL,1,2022-1-1
BBDC3,BBDC3,ST,,,73859,16.93,BRL,1,
BRAP4,BRA4A,OP,C,52,6400,2.01,BRL,1,2022-1-1
B3SA3,B3SAE,OP,P,12.31,-136900,1.34,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,5.52,-44600,0.75,BRL,1,2022-8-2
BRKM5,BRK5A,OP,C,59,2800,0.51,BRL,1,2021-7-12
BBAS3,BBASA,OP,C,28.71,73900,3.6,BRL,1,2022-1-1
BRKM5,BRK5E,OP,P,55,20600,3.69,BRL,1,2021-7-12
USIM5,USIME,OP,C,14.57,-60300,0.28,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,77.47,10200,8.16,BRL,1,2022-1-1
ITUB4,ITB4A,OP,C,27.16,18400,0.01,BRL,1,2021-7-12
BBDC4,BDC4E,OP,P,24.82,8700,4.9,BRL,1,2021-7-12
BBDC4,BDC4E,OP,P,26.25,21800,6.32,BRL,1,2021-7-12
CSNA3,CSN3A,OP,C,23.73,-12200,0.38,BRL,1,2021-7-12
JBSS3,JBS3A,OP,C,39.98,-12400,0.06,BRL,1,2021-7-12
USIM5,USIME,OP,P,12.57,11400,0.34,BRL,1,2021-7-12
BBSE3,BBS3A,OP,C,21.5,58800,0.46,BRL,1,2022-1-1
BBDC4,BDC4E,OP,P,23.3,400,3.4,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,75.47,-15400,2.44,BRL,1,2022-1-1
LAME4,LAM4A,OP,C,5.4,100,0.45,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,33.74,-8100,4.22,BRL,1,2021-7-12
PETR4,PTR4E,OP,C,29.99,-171800,0.85,BRL,1,2021-7-12
ABBV,ABBV,ST,,,13060,115.91,USD,1,
VALE3,VAL3E,OP,P,94.47,42300,23.88,BRL,1,2021-7-12
RADL3,RAL3E,OP,P,22.87,43000,1.29,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,12.24,20800,5.31,BRL,1,2021-7-12
EGIE1,EGE3A,OP,C,38.5,-14400,0.75,BRL,1,2021-7-12
BRFS3,BRF3E,OP,P,16,-36000,0.08,BRL,1,2021-7-12
VIVT3,VVI3E,OP,P,45.38,-200,0.16,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,18.4,5000,2.41,BRL,1,2022-8-2
VBBR3,VBB3A,OP,C,21.22,-50500,0.75,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,27.91,46700,5.58,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,75.47,-33700,5.75,BRL,1,2021-7-12
ELET6,ELE6E,OP,P,32.5,-6000,1.92,BRL,1,2022-1-1
CMIG4,CMIG4,ST,,,138459,12.96,BRL,1,
BBAS3,BBASE,OP,P,33.37,2000,2.31,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,40.1,-17800,0.25,BRL,1,2022-8-3
VALE3,VAL3E,OP,P,108.47,600,37.81,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,58.61,-63900,1.86,BRL,1,2022-4-4
MGLU3,MGL3E,OP,P,13.24,9700,6.31,BRL,1,2021-7-12
GGBR4,GGB4E,OP,P,23.9,148700,0.32,BRL,1,2021-7-12
BBDC4,BDC4A,OP,C,24.14,-39030,0.11,BRL,1,2022-1-1
PCAR3,PCA3A,OP,C,23,-600,0.4,BRL,1,2021-7-12
PCAR3,PCA3E,OP,C,38.25,-1800,0.01,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,33.12,2000,2.12,BRL,1,2021-7-12
UGPA3,UGP3E,OP,P,14.3,-11500,0.74,BRL,1,2021-7-12
BRKM5,BRK5A,OP,C,71,1600,0.26,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,17.21,127000,0.01,BRL,1,2022-8-2
CIEL3,CIL3A,OP,C,2.76,26400,0.01,BRL,1,2021-7-12
LAME4,LAM4A,OP,C,5.3,-70700,0.28,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,10.24,-31700,3.33,BRL,1,2021-7-12
LAME4,LAM4A,OP,C,6.3,-33700,0.06,BRL,1,2021-7-12
BBDC4,BDC4A,OP,C,16.68,3500,3.24,BRL,1,2021-7-12
BRKM5,BRK5E,OP,P,49,-5000,2.13,BRL,1,2022-1-1
ABEV3,ABV3A,OP,C,19.5,14700,0.04,BRL,1,2022-1-1
GGBR4,GGB4A,OP,C,25.4,100900,1.51,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,30.1,140300,1.53,BRL,1,2022-1-1
PCAR3,PCA3A,OP,C,31.5,1100,0.01,BRL,1,2021-7-12
KLBN1,KLB1E,OP,P,22.65,200,0.24,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,61.47,-10700,9.49,BRL,1,2021-7-12
CSNA3,CSN3A,OP,C,25.5,4000,0.61,BRL,1,2022-1-1
EMBR3,EMB3A,OP,C,22.5,-1500,0.46,BRL,1,2022-1-1
BRFS3,BRF3E,OP,P,23.25,56000,3.97,BRL,1,2022-1-1
BRKM5,BRK5E,OP,P,46,-18400,0.48,BRL,1,2021-7-12
VIVT3,VVI3A,OP,C,43.5,-1100,7.03,BRL,1,2022-1-1
PCAR3,PCA3E,OP,P,27,21100,5.2,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,62.47,93100,0.55,BRL,1,2021-7-12
BBDC4,BDC4E,OP,C,28.3,1000,0.01,BRL,1,2021-7-12
B3SA3,B3SAE,OP,C,11.31,2000,0.32,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,73.47,425400,1.35,BRL,1,2021-7-12
SANB1,SAN1E,OP,P,37.2,15000,4.61,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,109.61,49500,0.35,BRL,1,2022-4-4
BBDC3,BDC3E,OP,C,21.56,-300,0.01,BRL,1,2021-7-12
BRFS3,BRF3E,OP,P,25,1600,5.68,BRL,1,2021-7-12
EMBR3,EMB3A,OP,C,21,41000,0.75,BRL,1,2022-1-1
PCAR3,PCA3E,OP,P,22.5,-15500,1.26,BRL,1,2021-7-12
ITUB4,ITB4A,OP,C,24.24,5800,0.44,BRL,1,2022-1-1
HYPE,HYP3E,OP,P,27,-5800,1.25,BRL,1,2022-1-1
BBDC4,BDC4E,OP,P,26.86,700,6.71,BRL,1,2022-1-1
PCAR3,PCA3A,OP,C,22.5,3200,0.56,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,24.62,14900,0.02,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,7.8,-86800,0.01,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,31.74,-39900,2.47,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,109.47,-200,0.02,BRL,1,2022-1-1
BBSE3,BBS3A,OP,C,18.48,500,2.09,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,16.74,55100,0.04,BRL,1,2022-1-1
YDUQ3,YDU3A,OP,C,27,13000,0.08,BRL,1,2021-7-12
PCAR3,PCA3A,OP,C,24.5,-500,0.13,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,86.47,63400,15.64,BRL,1,2022-1-1
TSM,TSM,ST,,,0,120.63,USD,1,
UGPA3,UGP3A,OP,C,15.3,5500,0.47,BRL,1,2022-1-1
VALE3,VAL3A,OP,C,99.47,25000,5.09,BRL,1,2023-0-1
CSNA3,CSN3E,OP,P,24.73,9700,3.26,BRL,1,2021-7-12
USIM5,USIME,OP,P,12.32,-101100,0.28,BRL,1,2021-7-12
BRML3,BRM3E,OP,P,8.4,30400,0.79,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,8.29,-100,1.58,BRL,1,2022-1-1
BRML3,BRM3A,OP,C,9.2,300,0.05,BRL,1,2021-7-12
UGPA3,UGP3E,OP,P,12.8,700,0.17,BRL,1,2021-7-12
MULT3,MUL3E,OP,P,20,29200,1.62,BRL,1,2022-1-1
VBBR3,VBB3E,OP,P,25.22,-20000,3.97,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,31.47,500,38.89,BRL,1,2021-7-12
B3SA3,B3SAA,OP,C,15.56,-56300,0.01,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,17.65,39300,1.84,BRL,1,2022-8-2
BBAS3,BBASE,OP,P,26.12,46300,0.07,BRL,1,2021-7-12
JBSS3,JBS3E,OP,P,32.48,19100,0.58,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,28.1,-2500,1.03,BRL,1,2022-1-1
ABEV3,ABV3A,OP,C,16,-90700,0.76,BRL,1,2022-1-1
VIIA3,VIA3E,OP,C,11.25,-3400,0.01,BRL,1,2022-1-1
VBBR3,VBB3A,OP,C,24.72,21100,0.04,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,34.47,-11300,0.01,BRL,1,2021-7-12
BRAP4,BRA4E,OP,P,48.16,3200,1.09,BRL,1,2021-7-12
BBDC4,BDC4E,OP,C,21.02,136200,0.23,BRL,1,2021-7-12
VALE3,VAL3E,OP,C,53.97,1000,16.54,BRL,1,2021-7-12
BBDC4,BDC4A,OP,C,21.23,90460,0.19,BRL,1,2021-7-12
BBDC4,BDC4E,OP,P,30.77,3030,10.82,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,12.5,2600,0.01,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,34.99,19200,5.41,BRL,1,2021-7-12
BBSE3,BBS3E,OP,C,21.73,5400,0.13,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,26.24,-186700,0.28,BRL,1,2021-7-12
BBDC3,BDC3A,OP,C,17.11,-56000,0.48,BRL,1,2021-7-12
USIM5,USIMA,OP,C,17.82,214600,0.02,BRL,1,2021-7-12
MULT3,MUL3A,OP,C,23,500,0.06,BRL,1,2021-7-12
HYPE,HYP3A,OP,C,27.72,9200,0.47,BRL,1,2021-7-12
CSNA3,CSN3A,OP,C,26.73,-7700,0.07,BRL,1,2021-7-12
LAME4,LAM4E,OP,P,7.1,-9900,1.99,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,8.9,100,3.66,BRL,1,2021-7-12
ELET3,ELE3A,OP,C,37.05,4000,0.65,BRL,1,2022-1-1
VIIA3,VIA3A,OP,C,13,5700,0.01,BRL,1,2021-7-12
TAE11,TAE1A,OP,C,38.5,-200,0.04,BRL,1,2021-7-12
ELET3,ELE3E,OP,P,32.05,-15300,1.44,BRL,1,2022-1-1
BOV11,BOV9E,OP,P,126,300,27.36,BRL,1,2022-1-1
BOV11,BOV9A,OP,C,124,-43942,0.02,BRL,1,2022-1-1
BOV11,BOV9E,OP,P,107,13266,9.75,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,13.57,20000,2.47,BRL,1,2022-8-2
UGPA3,UGP3A,OP,C,14.3,-6700,0.41,BRL,1,2021-7-12
BBSE3,BBS3A,OP,C,22,-17100,0.32,BRL,1,2022-1-1
CSNA3,CSN3A,OP,C,23,25400,1.3,BRL,1,2022-1-1
BRFS3,BRF3A,OP,C,21.5,-4700,0.17,BRL,1,2021-7-12
CYRE3,CYR3A,OP,C,16.91,27300,0.02,BRL,1,2021-7-12
BRAP4,BRA4E,OP,C,50.5,5000,2.67,BRL,1,2022-1-1
PETR4,PTR4A,OP,C,33.74,-316200,0.09,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,9.29,-25600,0.06,BRL,1,2021-7-12
BOV11,BOV9E,OP,P,114,202,15.79,BRL,1,2022-1-1
BRKM5,BRK5A,OP,C,47.5,-1100,6.25,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,28.24,221800,0.59,BRL,1,2021-7-12
BRAP4,BRA4E,OP,P,48,-7200,1.81,BRL,1,2022-1-1
ABEV3,ABV3E,OP,P,21.07,53200,5.13,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,32.1,-30500,1.28,BRL,1,2022-8-2
B3SA3,B3SAE,OP,P,13.6,219300,2.51,BRL,1,2022-1-1
VALE3,VAL3A,OP,C,55.47,-11000,15.9,BRL,1,2022-1-1
ITSA4,ITSAE,OP,C,11.97,-15000,0.01,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,83.97,12800,13.49,BRL,1,2021-7-12
BBSE3,BBS3E,OP,P,22.5,54100,2,BRL,1,2022-1-1
MRFG3,MRF3A,OP,C,26.1,95500,0.06,BRL,1,2021-7-12
USIM5,USIME,OP,P,15.82,-93900,2.44,BRL,1,2021-7-12
BBAS3,BBASA,OP,C,36.12,9600,0.06,BRL,1,2021-7-12
EQTL3,EQT3A,OP,C,27.03,55000,0.01,BRL,1,2021-7-12
BBSE3,BBS3A,OP,C,24.48,600,0.01,BRL,1,2021-7-12
GGBR4,GGB4A,OP,C,24.9,-38800,1.86,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,26.6,-1400,3.79,BRL,1,2022-1-1
BBAS3,BBASE,OP,C,35.96,-800,0.37,BRL,1,2022-1-1
VIIA3,VIA3A,OP,C,7.8,-260500,0.06,BRL,1,2022-1-1
VALE3,VAL3A,OP,C,101.47,12500,0.05,BRL,1,2022-1-1
BBDC4,BDC4E,OP,P,22.82,-2000,2.93,BRL,1,2022-1-1
BBDC4,BDC4E,OP,P,16.23,100060,0.03,BRL,1,2021-7-12
VIVT3,VVI3A,OP,C,44.88,100,5.29,BRL,1,2021-7-12
GGBR4,GGB4A,OP,C,27.4,-33200,0.53,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,33.99,16100,4.46,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,6.8,-90000,0.13,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,33.47,-56200,0.01,BRL,1,2021-7-12
LAME4,LAM4E,OP,P,5.8,29100,0.95,BRL,1,2022-1-1
MULT3,MUL3A,OP,C,22.5,33400,0.33,BRL,1,2022-1-1
EGIE1,EGE3A,OP,C,40,-18500,0.73,BRL,1,2022-1-1
ABBV,ABBV,OP,P,115,150,4.575,USD,100,2022-1-1
RADL3,RAL3A,OP,C,24.37,-31700,0.06,BRL,1,2021-7-12
BRFS3,BRF3E,OP,P,21.5,-14600,2.34,BRL,1,2021-7-12
EMBR3,EMB3A,OP,C,12,2100,8.6,BRL,1,2023-0-1
VALE3,VAL3E,OP,P,53.97,137000,0.06,BRL,1,2021-7-12
BBDC4,BDC4E,OP,P,28.3,29700,8.36,BRL,1,2021-7-12
TAE11,TAE1A,OP,C,38,10000,0.6,BRL,1,2022-1-1
PETR4,PTR4E,OP,C,33.49,-55600,0.1,BRL,1,2021-7-12
JBSS3,JBS3A,OP,C,35.98,-2800,0.51,BRL,1,2021-7-12
VIIA3,VIA3E,OP,C,14.75,3400,0.01,BRL,1,2021-7-12
BRAP4,BRA4A,OP,C,48.16,4100,2.93,BRL,1,2021-7-12
ELET6,ELE6E,OP,P,33.25,7500,1.75,BRL,1,2021-7-12
BRFS3,BRF3A,OP,C,25.5,-9600,0.01,BRL,1,2021-7-12
BBDC4,BDC4A,OP,C,19.41,-24470,0.92,BRL,1,2021-7-12
LAME4,LAM4A,OP,C,7.2,-3300,0.08,BRL,1,2022-1-1
VALE3,VAL3A,OP,C,68.47,154100,5.67,BRL,1,2022-1-1
CYRE3,CYR3A,OP,C,20.41,-100,0.01,BRL,1,2021-7-12
LAME4,LAM4A,OP,C,7.5,-700,0.02,BRL,1,2021-7-12
ABEV3,ABV3A,OP,C,23,100,0.01,BRL,1,2022-1-1
JBSS3,JBS3E,OP,P,31.98,7400,0.46,BRL,1,2021-7-12
EMBR3,EMB3A,OP,C,19,117300,0.75,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,31.74,407900,0.31,BRL,1,2021-7-12
BRML3,BRM3A,OP,C,8,44900,0.44,BRL,1,2022-1-1
CMIG4,CMG4E,OP,P,13,-100,0.61,BRL,1,2022-1-1
BRKM5,BRK5E,OP,P,60,3000,7.55,BRL,1,2021-7-12
GGBR4,GGB4E,OP,P,23.78,-23300,0.72,BRL,1,2022-1-1
USIM5,USIMA,OP,C,15.32,13100,0.14,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,9.49,-400,2.6,BRL,1,2021-7-12
YDUQ3,YDU3E,OP,P,26.5,-21500,4.64,BRL,1,2021-7-12
VIVT3,VVI3E,OP,C,41.13,-5000,9.01,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,73.47,19400,5.55,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,24.99,-248100,0.19,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,34.6,38300,0.31,BRL,1,2022-1-1
KLBN1,KLB1A,OP,C,24.9,17600,0.4,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,24.99,30400,18.01,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,9,-500,0.25,BRL,1,2022-7-6
BBAS3,BBASE,OP,P,24.37,-6300,0.02,BRL,1,2021-7-12
JBSS3,JBS3E,OP,P,33.48,3100,0.92,BRL,1,2021-7-12
BBDC3,BDC3A,OP,C,18.11,34400,0.15,BRL,1,2021-7-12
ITSA4,ITSAA,OP,C,11.39,251500,0.03,BRL,1,2022-1-1
MGLU3,MGL3A,OP,C,19.24,-20800,0.01,BRL,1,2021-7-12
USIM5,USIME,OP,C,15.07,-24900,0.18,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,65.61,60200,3.72,BRL,1,2022-4-4
VALE3,VAL3E,OP,P,28.21,75500,0.03,BRL,1,2022-0-5
PETR4,PTR4E,OP,C,29.49,-87800,1.1,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,33.6,-5000,4.89,BRL,1,2022-6-9
ELET6,ELE6E,OP,P,33.5,-18000,2.46,BRL,1,2022-1-1
VIIA3,VIA3A,OP,C,14,-7700,0.01,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,18.07,-15200,2.17,BRL,1,2021-7-12
EMBR3,EMB3E,OP,P,22,29100,3.77,BRL,1,2021-7-12
MRFG3,MRF3E,OP,P,25.5,-20000,3.67,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,28.6,-391400,1.93,BRL,1,2022-4-4
MRFG3,MRF3A,OP,C,27.1,-7100,0.04,BRL,1,2021-7-12
ITSA4,ITSAE,OP,C,9.97,-11500,0.11,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,6.32,30100,1.28,BRL,1,2022-8-2
PETR4,PTR4E,OP,P,24.49,184100,0.16,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,10.31,-19200,0.2,BRL,1,2021-7-12
JBSS3,JBS3E,OP,P,33.98,-1400,1.7,BRL,1,2022-1-1
BBSE3,BBS3A,OP,C,23.48,29900,0.02,BRL,1,2021-7-12
MRFG3,MRF3E,OP,P,21.1,-100,0.52,BRL,1,2021-7-12
EMBR3,EMB3A,OP,C,27.5,42500,0.01,BRL,1,2021-7-12
VIVT3,VVI3E,OP,P,48.5,12000,1.09,BRL,1,2022-1-1
LAME4,LAM4E,OP,P,5.4,9300,0.69,BRL,1,2022-1-1
BBDC4,BDC4E,OP,P,21.91,-10700,2.21,BRL,1,2022-1-1
VALE3,VAL3A,OP,C,66.47,31300,6.94,BRL,1,2022-1-1
ELET3,ELE3A,OP,C,39.05,4400,0.08,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,12.49,17500,5.47,BRL,1,2022-1-1
PCAR3,PCA3A,OP,C,31,800,0.01,BRL,1,2021-7-12
JBSS3,JBS3A,OP,C,41.98,20300,0.02,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,19.24,500,0.21,BRL,1,2022-1-1
GGBR4,GGB4E,OP,P,8.78,-20100,0.01,BRL,1,2022-0-5
YDUQ3,YDU3A,OP,C,25,7600,0.84,BRL,1,2022-1-1
PCAR3,PCA3E,OP,P,23,-2600,1.95,BRL,1,2022-1-1
MGLU3,MGL3E,OP,P,9.99,22000,3.06,BRL,1,2022-1-1
BOV11,BOV9A,OP,C,126,-50000,0.06,BRL,1,2022-8-2
UGPA3,UGP3E,OP,P,13.3,3500,0.3,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,16.1,400,4.9,BRL,1,2022-1-1
BRKM5,BRK5A,OP,C,47,-5000,7.88,BRL,1,2022-1-1
EMBR3,EMB3A,OP,C,23.5,16200,0.33,BRL,1,2022-1-1
ABEV3,ABV3E,OP,P,11.57,8500,0.13,BRL,1,2022-0-5
BBAS3,BBASA,OP,C,34.21,17800,0.71,BRL,1,2022-1-1
MGLU3,MGL3E,OP,P,17.24,100,10.29,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,17.5,5300,12.23,BRL,1,2021-7-12
PETR4,PTR4E,OP,C,17.99,1000,11.68,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,15.07,-87200,0.16,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,113.47,27000,42.79,BRL,1,2021-7-12
BRFS3,BRF3E,OP,P,21.5,-3500,2.53,BRL,1,2022-1-1
LELEC,GE,OP,P,85,26,0.725,USD,100,2021-7-12
FB,FB,ST,,,0,310.6,USD,1,
BRFS3,BRF3E,OP,P,25.5,20200,6.17,BRL,1,2021-7-12
CSNA3,CSN3E,OP,P,21,200,1.4,BRL,1,2022-1-1
PETR4,PTR4E,OP,C,23.85,12900,6.19,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,15,15300,9.61,BRL,1,2022-1-1
PETR3,PTR3A,OP,C,32.1,-10000,0.39,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,110.47,14800,39.8,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,25,8100,19.7,BRL,1,2021-7-12
BBDC3,BDC3A,OP,C,19.11,35600,0.05,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,18.56,2000,7.48,BRL,1,2021-7-12
BRKM5,BRK5A,OP,C,60,13000,0.37,BRL,1,2021-7-12
BRML3,BRM3A,OP,C,7,-13800,0.82,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,58.47,-65800,0.86,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,5.32,-38400,0.64,BRL,1,2022-8-2
BBAS3,BBASE,OP,P,28.87,7800,0.3,BRL,1,2021-7-12
BBDC4,BDC4A,OP,C,23.05,34500,0.02,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,15,-9200,0.01,BRL,1,2021-7-12
LAME4,LAM4E,OP,P,3.75,-2600,0.03,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,8.09,-8200,0.16,BRL,1,2021-7-12
BBDC4,BDC4A,OP,C,21.41,-7130,0.53,BRL,1,2022-1-1
CSNA3,CSN3A,OP,C,18,-5000,4.34,BRL,1,2022-1-1
GGBR4,GGB4E,OP,C,33.15,35100,0.01,BRL,1,2021-7-12
EGIE1,EGE3A,OP,C,43,300,0.01,BRL,1,2021-7-12
VALE3,VAL3E,OP,C,76.97,10500,1.98,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,85.47,40000,14.73,BRL,1,2022-1-1
VALE3,VAL3A,OP,C,48.21,-76300,26.31,BRL,1,2022-5-7
VIIA3,VIA3A,OP,C,6.4,216500,0.06,BRL,1,2021-7-12
ELET3,ELE3A,OP,C,32.55,-200,2.23,BRL,1,2022-1-1
BBSE3,BBS3A,OP,C,22.98,19600,0.04,BRL,1,2021-7-12
GOAU4,GOA4A,OP,C,11.51,-7000,0.16,BRL,1,2021-7-12
LAME4,LAM4E,OP,P,6.4,-40000,1.33,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,10.74,-1300,0.07,BRL,1,2022-1-1
VALE3,VAL3A,OP,C,48.47,10500,21.96,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,37.6,21800,7.82,BRL,1,2022-1-1
MGLU3,MGL3E,OP,P,14.74,10000,7.8,BRL,1,2021-7-12
BBSE3,BBS3E,OP,P,19.5,100,0.48,BRL,1,2022-8-2
CMIG4,CMG4A,OP,C,14,20800,0.32,BRL,1,2022-1-1
VALE3,VAL3A,OP,C,123.47,2400,0.01,BRL,1,2022-1-1
LAME4,LAM4E,OP,P,7.7,-1000,2.58,BRL,1,2021-7-12
ABEV3,ABV3E,OP,C,16.25,-32700,0.64,BRL,1,2022-1-1
ITSA4,ITSAE,OP,C,11.14,-300,0.04,BRL,1,2022-1-1
BOV11,BOV9A,OP,C,126,-16983,0.01,BRL,1,2022-1-1
BOVV1,BOVV1,ST,,,-414846,101.45,BRL,1,
EQTL3,EQT3A,OP,C,24.5,-21900,0.46,BRL,1,2022-1-1
B3SA3,B3SAE,OP,P,12.06,61300,1.12,BRL,1,2021-7-12
MULT3,MUL3A,OP,C,21,-119500,0.68,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,3.7,249100,0.03,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,125.47,-200,0.01,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,31.6,23300,2.76,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,20,1900,14.72,BRL,1,2021-7-12
MRFG3,MRF3E,OP,P,26.1,64000,4.23,BRL,1,2021-7-12
EGIE1,EGE3A,OP,C,37,-6500,1.78,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,64.47,38200,1.89,BRL,1,2022-1-1
BRKM5,BRK5E,OP,P,49.5,3700,1.16,BRL,1,2021-7-12
YDUQ3,YDU3A,OP,C,21,-10000,2.47,BRL,1,2022-1-1
VIIA3,VIA3E,OP,C,8.9,30200,0.01,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,15,-600,0.03,BRL,1,2022-0-5
VALE3,VAL3E,OP,C,92.47,-153700,0.18,BRL,1,2022-1-1
